%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
142.0, 3527.865234358935, 11469.283577118347, 5186.409376431629, -1739.8150849121912, -2303.593135308401, 7556.253082305561, -3204.2790298794544, 10284.998748898357, 8466.72904094804, -183.17254581124138, -16554.79717907872, 11847.184520624223, 4689.597152423519, -20057.695514881078, -201.12099660885295, -4832.6259651930295, 0.052000000000000005, -0.036000000000000004, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346564996E9, 0.0, 2021-12-02 12:57:14.656
144.0, 3547.6465282018817, 11523.508909166922, 5206.972981330512, -1713.7082473883925, -2281.442556553192, 11396.171021005037, -3168.851514917793, 10343.403857160076, 8679.696462118205, -298.64165766735766, -16689.153514999573, 11873.380765125843, 4887.320683875166, -20192.81181011341, -212.6544967477914, -3925.011029840831, 0.052000000000000005, -0.036000000000000004, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346565096E9, 0.0, 2021-12-02 12:57:14.656
146.0, 3609.024418476155, 11529.633287147677, 5261.08655465681, -1651.3468803580859, -2210.0734365073963, 4084.3342643182596, -3130.205348754567, 10334.32904891122, 8466.773744436949, -169.13565029330854, -16541.252021938806, 11893.318521179977, 4713.133539334958, -20044.552689141357, -197.58942098491443, -4827.976802346326, 0.05, -0.032, 0.976, 192.0, 0.5, 72.0, 127.5, 0.0, 15.0, 64.0, 0.0, 0.0, 0.0, 1.6384462346565197E9, 0.0, 2021-12-02 12:57:14.656
148.0, 3494.382321164885, 11473.597463798222, 5155.429858616574, -1770.5040300493276, -2335.399667668303, 11908.137727753847, -3222.4733498660744, 10304.131842152101, 8596.32445529991, -260.39782290432726, -16649.21094765794, 11829.370180293345, 4787.654255348952, -20153.76331254999, -210.88870893582214, -4265.092821728328, 0.05, -0.032, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63844623465653E9, 0.0, 2021-12-02 12:57:14.656
150.0, 3620.6920290818252, 11563.205607319547, 5270.8095634948695, -1635.1642173724435, -2196.505927623025, 6466.583188364886, -3104.344380419777, 10369.197770261499, 8601.443004780174, -244.08104945195313, -16626.881554947086, 11897.520649137576, 4842.81836066465, -20132.350341361802, -205.1219588663529, -4230.559376544878, 0.05, -0.032, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63844623465654E9, 0.0, 2021-12-02 12:57:14.656
152.0, 3526.07709480251, 11469.730612007454, 5181.871972307203, -1739.368050023085, -2302.922582974742, 7464.901502716721, -3208.7046752816054, 10296.50989729284, 8461.275215300944, -179.7527289095794, -16549.656277854, 11849.86672995886, 4690.804146624106, -20053.62749739021, -200.9645343976658, -4837.00690710627, 0.05, -0.032, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.63844623465655E9, 0.0, 2021-12-02 12:57:14.656
154.0, 3542.2597577881525, 11520.178499243082, 5211.733902899493, -1714.5129101887835, -2284.303579843471, 11454.754943222397, -3172.1819248416336, 10347.829502562226, 8680.143497007311, -295.9147448438102, -16691.74631735639, 11866.16115166678, 4880.145773905012, -20189.213179256105, -212.90036593679977, -3927.6038321976466, 0.05, -0.032, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656565E9, 0.0, 2021-12-02 12:57:14.656
156.0, 3599.9719619717557, 11524.872365578696, 5257.711441244059, -1656.37602286053, -2215.3931516877597, 4050.7619441463885, -3136.7320581355166, 10323.644915061584, 8469.344195049309, -168.57685668192588, -16545.096521985117, 11878.052279717003, 4718.900289404427, -20038.987104771986, -197.29884830699544, -4826.389828489999, 0.05, -0.03, 0.976, 192.0, 0.5, 72.0, 127.5, 8.0, 15.0, 64.0, 0.0, 0.0, 0.0, 1.6384462346565752E9, 0.0, 2021-12-02 12:57:14.656
158.0, 3487.676797828293, 11470.22235038547, 5152.345317881742, -1776.4272423299842, -2342.6192811273672, 11867.815180756472, -3223.814454533393, 10298.588609527185, 8592.234086064587, -264.0858607394529, -16651.91550873703, 11834.667543729252, 4784.077976236103, -20150.07527471486, -210.88870893582214, -4276.626321867267, 0.05, -0.03, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346565852E9, 0.0, 2021-12-02 12:57:14.656
160.0, 3610.410226632384, 11555.158979315636, 5269.803734994381, -1643.9261011989238, -2206.9441922836536, 6535.247747331589, -3114.3803136802094, 10368.348403972197, 8607.65678973875, -250.11602045488604, -16636.4257498295, 11893.87731479136, 4846.5958054775965, -20129.444614582615, -205.4572350331825, -4222.289231096414, 0.05, -0.03, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346565952E9, 0.0, 2021-12-02 12:57:14.656
162.0, 3521.6738011448147, 11468.233045128947, 5185.425899675596, -1744.3524890366184, -2306.6776760432335, 7352.6733938066245, -3212.4150648611862, 10292.71010073544, 8459.53177923343, -184.89363013430003, -16557.613498880088, 11848.592680524907, 4684.389195965433, -20052.35344795626, -200.6069064863809, -4844.4276862654315, 0.05, -0.03, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566055E9, 0.0, 2021-12-02 12:57:14.656
164.0, 3534.0343158285996, 11516.870441063696, 5189.739786355471, -1728.885081873546, -2294.40656833727, 11514.903487551628, -3180.139145867723, 10342.532139126319, 8676.075479516445, -303.179061791785, -16697.088384281204, 11863.188369654223, 4887.834773997638, -20184.60871989831, -212.58744151442548, -3924.7204571629118, 0.05, -0.03, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566155E9, 0.0, 2021-12-02 12:57:14.656
166.0, 3601.022493961155, 11524.380627200679, 5255.409211565163, -1661.695738040893, -2221.472826179603, 4044.5928626767236, -3134.720401134539, 10330.819825031736, 8461.118753089757, -177.69636841969114, -16547.108178986095, 11886.188314698735, 4724.264708073701, -20038.473014649513, -197.58942098491443, -4814.9010318399705, 0.052000000000000005, -0.034, 0.98, 192.0, 0.5, 80.0, 127.0, 120.0, 15.0, 80.0, 0.0, 0.0, 0.0, 1.6384462346566257E9, 0.0, 2021-12-02 12:57:14.656
168.0, 3489.0179024956115, 11468.523617806866, 5151.898282992635, -1780.1599836540204, -2346.8437608294203, 11810.751177162074, -3229.111817969301, 10293.201839113455, 8584.500382483051, -264.2646746950954, -16647.646325546066, 11850.291413103512, 4789.263580949733, -20146.051960712906, -210.732246724635, -4284.94117080464, 0.052000000000000005, -0.034, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566358E9, 0.0, 2021-12-02 12:57:14.656
170.0, 3605.5822498300377, 11550.822740891308, 5256.526798787928, -1654.56553155965, -2217.0695325219076, 6624.565318174997, -3117.2860404593994, 10361.844046335704, 8602.739405958582, -252.70882281170165, -16631.754235238343, 11895.01725375858, 4852.049631124692, -20133.17735590665, -205.25606933308475, -4204.340780298803, 0.052000000000000005, -0.034, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656646E9, 0.0, 2021-12-02 12:57:14.656
172.0, 3514.2306702411975, 11459.068829902271, 5170.830210546281, -1755.371899053085, -2317.1382924483173, 7232.912747015089, -3217.06422770789, 10284.618769242617, 8445.517235459953, -189.43103425872735, -16554.640716867532, 11838.869671686849, 4680.4776406857545, -20053.87336657922, -200.6292582308362, -4850.373250290543, 0.052000000000000005, -0.034, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566563E9, 0.0, 2021-12-02 12:57:14.656
174.0, 3527.3958477253736, 11506.476879891978, 5185.805879331337, -1735.210625554398, -2304.4201498532475, 11561.775095674408, -3186.1517651262006, 10334.373752400132, 8667.291243945509, -309.4151984948157, -16697.11073602566, 11861.891968475815, 4877.865895970571, -20190.4648769456, -213.07917989244223, -3927.2462042863617, 0.052000000000000005, -0.034, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566665E9, 0.0, 2021-12-02 12:57:14.656
176.0, 3594.026397946644, 11513.920010795595, 5244.479208526517, -1667.1272119435325, -2228.021887305008, 4006.7960628027995, -3145.3151280063544, 10326.237717418398, 8460.559959478374, -183.44076674470506, -16550.215071465384, 11885.584817598441, 4718.833234171061, -20043.21158447404, -197.29884830699544, -4807.100273025068, 0.048, -0.034, 0.982, 192.0, 0.5, 64.0, 127.0, 120.0, 15.0, 88.0, 0.0, 0.0, 0.0, 1.6384462346566763E9, 0.0, 2021-12-02 12:57:14.656
178.0, 3475.808021522525, 11456.274861845359, 5133.4580938170075, -1792.6322570600817, -2358.3549092239036, 11740.65610655023, -3242.2546437090214, 10293.693577491473, 8578.84539113586, -270.6125701204026, -16654.597718071665, 11829.683104715717, 4779.428813389399, -20144.71085604559, -210.4193223022607, -4297.815775610898, 0.048, -0.034, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566863E9, 0.0, 2021-12-02 12:57:14.656
180.0, 3593.9369909688226, 11542.731409398486, 5245.842664938291, -1663.014490963756, -2222.1657302577178, 6722.242441444689, -3132.9322615781143, 10359.139485256612, 8600.280714068498, -263.43766015024903, -16644.360619111136, 11888.78111705555, 4861.593826007107, -20129.534021560434, -205.7478077111015, -4192.963742371052, 0.048, -0.034, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346566963E9, 0.0, 2021-12-02 12:57:14.656
182.0, 3517.896356331868, 11462.734515992943, 5176.060518748823, -1751.8626751736017, -2308.465815599658, 7127.412513186039, -3212.102140438812, 10276.236865071878, 8443.215005781056, -189.67690344773573, -16556.115932001583, 11845.374029323344, 4685.640893654931, -20050.028866532906, -200.3163338084619, -4855.8717794265485, 0.048, -0.034, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346567063E9, 0.0, 2021-12-02 12:57:14.656
184.0, 3535.8448071294797, 11514.501156151433, 5190.052710777844, -1730.337945263141, -2293.0654636699514, 11635.312334932369, -3179.8932766787148, 10330.909232009559, 8665.860732300369, -305.0789600704861, -16695.613169147156, 11874.274834904056, 4884.660826284984, -20189.32493797838, -213.12388338135284, -3923.4687594734146, 0.048, -0.034, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346567168E9, 0.0, 2021-12-02 12:57:14.656
186.0, 3605.090511452021, 11523.821833589296, 5254.51514178695, -1657.85123799458, -2216.4883871660695, 4017.9495832859975, -3136.463837202053, 10328.607002330662, 8466.684337459128, -176.6011329413811, -16550.28212669875, 11890.30103567851, 4727.796283697639, -20040.127043739205, -197.5223657515485, -4796.170269986424, 0.052000000000000005, -0.028, 0.978, 192.0, 0.5, 80.0, 127.5, 16.0, 15.0, 72.0, 0.0, 0.0, 0.0, 1.6384462346567295E9, 0.0, 2021-12-02 12:57:14.656
188.0, 3485.441623382762, 11463.047440415316, 5140.54359680934, -1786.0161407013109, -2350.755316109099, 11711.934114925161, -3232.30811742641, 10285.155211109544, 8576.721975412605, -265.60577936241384, -16644.897060978063, 11841.194253110201, 4779.004130244748, -20141.00046646601, -210.57578451344784, -4304.610705925311, 0.052000000000000005, -0.028, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346567397E9, 0.0, 2021-12-02 12:57:14.656
190.0, 3615.0370377346326, 11562.132723585693, 5255.94565343209, -1651.793915247192, -2211.772169086, 6842.316012658598, -3109.842909555782, 10367.275520238343, 8607.343865316376, -260.2190089486848, -16638.370351597114, 11903.846192818428, 4847.802799678183, -20134.294943129415, -205.92662166674396, -4177.362224741248, 0.052000000000000005, -0.028, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346567504E9, 0.0, 2021-12-02 12:57:14.656
192.0, 3532.7379146501917, 11476.302024877314, 5185.135326997677, -1742.6314047135597, -2302.5202515745464, 7042.900567400524, -3200.076901921857, 10301.94137119548, 8450.836950640316, -183.9548568671771, -16549.27629819826, 11861.221416142156, 4691.586457680042, -20043.77037808542, -200.20457508618537, -4855.6929654709065, 0.052000000000000005, -0.028, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346567612E9, 0.0, 2021-12-02 12:57:14.656
194.0, 3525.540652935583, 11509.628475860176, 5174.115916981211, -1734.6294801985598, -2297.5581643054684, 11694.924437394671, -3183.2460383470107, 10329.590479086695, 8672.208627725677, -305.0566083260308, -16698.608302904166, 11865.959985966681, 4887.723015275361, -20182.53000766397, -213.28034559254, -3923.1781867954955, 0.052000000000000005, -0.028, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656772E9, 0.0, 2021-12-02 12:57:14.656
196.0, 3602.050674206099, 11528.560403413821, 5238.265423567942, -1662.0086624632672, -2216.220166232606, 4024.900975811598, -3129.8253690988267, 10322.99671447238, 8467.757221192984, -178.4563277311716, -16550.237423209837, 11887.842343788427, 4737.921623935893, -20037.355427426748, -197.58942098491443, -4786.871944293016, 0.044, -0.028, 0.976, 192.0, 0.5, 48.0, 127.5, 16.0, 15.0, 64.0, 0.0, 0.0, 0.0, 1.6384462346567822E9, 0.0, 2021-12-02 12:57:14.656
198.0, 3485.1510507048433, 11471.98813819744, 5126.618460013683, -1786.5078790793275, -2346.7320021071437, 11655.250090986501, -3219.679381809161, 10282.65181573055, 8574.039766077967, -262.5882938609474, -16646.05935168974, 11838.53439552002, 4789.062415249636, -20135.7031030301, -209.9052321797886, -4316.635944442266, 0.044, -0.028, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346567924E9, 0.0, 2021-12-02 12:57:14.656
200.0, 3611.1031307104986, 11569.285281811392, 5242.646365481182, -1654.9455112153903, -2209.9393260406646, 6935.813359715147, -3098.8682030282266, 10348.768275829349, 8610.204888606655, -259.9284362707658, -16643.310087121736, 11903.510916651598, 4859.939796917414, -20133.199707651103, -206.21719434466297, -4170.164963026638, 0.044, -0.028, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656803E9, 0.0, 2021-12-02 12:57:14.656
202.0, 3525.048914557566, 11480.638263301644, 5160.034317974368, -1747.7499541938253, -2299.1898416507056, 6948.084467421111, -3190.979741928547, 10267.027946356291, 8443.52793020343, -181.29499927699558, -16547.42110340847, 11860.77438125305, 4687.07140530007, -20044.731503097, -200.02576113054292, -4859.984500406325, 0.044, -0.028, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346568131E9, 0.0, 2021-12-02 12:57:14.656
204.0, 3531.3297547495076, 11524.179461500582, 5159.654338318627, -1739.658622701004, -2294.697141015189, 11760.839731793372, -3169.6338259737286, 10312.647856789572, 8663.133819476821, -302.70967515822355, -16692.483924923414, 11883.573160597463, 4880.793974494216, -20190.04019380095, -213.21329035917407, -3920.004239082842, 0.047, -0.028999999999999998, 0.973, 192.0, 0.5, 72.0, 127.5, 8.0, 15.0, 40.0, 0.0, 0.0, 0.0, 1.6384462346568236E9, 0.0, 2021-12-02 12:57:14.656
206.0, 3605.559898085582, 11538.328115740791, 5240.075914868822, -1660.891075240502, -2212.6438871197565, 4035.5404061723243, -3117.375447437221, 10322.303810394265, 8465.834971169827, -175.6847114187135, -16541.632001594546, 11893.854963046904, 4735.932318679371, -20047.525471153913, -197.72353145164627, -4770.912798751927, 0.047, -0.028999999999999998, 0.973, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656834E9, 0.0, 2021-12-02 12:57:14.656
208.0, 3483.8546495264354, 11470.915254463585, 5122.818663456281, -1790.531193081283, -2351.336461464937, 11602.790546749897, -3219.4558643646083, 10273.331138292688, 8569.234141020077, -261.89538978283286, -16634.279982361793, 11843.295317089, 4779.18294420039, -20141.00046646601, -210.19580485770763, -4322.42504625619, 0.047, -0.028999999999999998, 0.973, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656844E9, 0.0, 2021-12-02 12:57:14.656
210.0, 3605.76106378568, 11561.931557885595, 5233.549205487872, -1660.7346130293147, -2218.3659337003155, 7016.3913984765295, -3103.6067728527514, 10343.090932737701, 8609.55668801745, -265.8740002958775, -16640.605526042644, 11899.152326482812, 4858.174009105445, -20137.111262930783, -206.79833970050095, -4153.557616896345, 0.047, -0.028999999999999998, 0.973, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346568544E9, 0.0, 2021-12-02 12:57:14.656
212.0, 3533.3861152393956, 11481.532333079855, 5171.478411135485, -1742.9219773914788, -2299.8156904954544, 6861.091478001056, -3189.973913428058, 10281.645987230062, 8445.159607548667, -183.8878016338112, -16543.263678939784, 11864.328308621443, 4697.084986816048, -20040.35056118376, -199.95870589717697, -4860.543294017708, 0.047, -0.028999999999999998, 0.973, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346568644E9, 0.0, 2021-12-02 12:57:14.656
214.0, 3544.472580489228, 11531.890813337663, 5182.207248474032, -1728.9744888513671, -2289.913867701753, 11802.369272991333, -3163.285930548421, 10343.269746693344, 8671.85099981439, -300.4297972237822, -16686.292491709293, 11876.197084927213, 4899.412977625487, -20181.680641374667, -212.85566244788916, -3917.769064637311, 0.0495, -0.0295, 0.9735, 192.0, 0.5, 80.0, 127.5, 8.0, 15.0, 56.0, 0.0, 0.0, 0.0, 1.6384462346568744E9, 0.0, 2021-12-02 12:57:14.656
216.0, 3626.212909962286, 11555.13662757118, 5257.532627288417, -1644.9989849327785, -2196.818852045399, 4039.6978306410115, -3104.5678978643296, 10356.613738133161, 8479.335424820832, -168.80037412647894, -16534.211222435384, 11906.349588197421, 4753.903121221438, -20036.170784970618, -197.34355179590605, -4759.982795713281, 0.0495, -0.0295, 0.9735, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346568847E9, 0.0, 2021-12-02 12:57:14.656
218.0, 3511.9507923067563, 11497.536182109856, 5145.036297444856, -1767.9782829258781, -2323.50853961808, 11579.924712172116, -3197.908782709692, 10288.731490222393, 8580.812344647926, -245.01982271907602, -16623.349979323146, 11854.62765152784, 4791.722272839817, -20129.55637330489, -209.8828804353333, -4330.0469911154505, 0.0495, -0.0295, 0.9735, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346568973E9, 0.0, 2021-12-02 12:57:14.656
220.0, 3639.400439190917, 11596.465003069045, 5258.091420899799, -1632.951394671368, -2182.2678664049945, 7145.025687816821, -3075.1306504166905, 10355.026764276834, 8626.588717292396, -243.3657936293833, -16624.378159568092, 11917.681922636262, 4874.311968602177, -20135.166661163174, -206.46306353367135, -4140.1018667342505, 0.0495, -0.0295, 0.9735, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638446234656908E9, 0.0, 2021-12-02 12:57:14.656
222.0, 3561.929292908823, 11514.32234219579, 5186.74465259846, -1717.0163055677779, -2265.863390667843, 6792.806898690093, -3158.2120845570666, 10282.763574452827, 8456.938976876614, -158.58562691040362, -16525.136414186527, 11875.504180849097, 4702.40470199641, -20046.609049631246, -199.98105764163228, -4862.398488807498, 0.0495, -0.0295, 0.9735, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346569195E9, 0.0, 2021-12-02 12:57:14.656
224.0, 3556.967205639745, 11549.302822268346, 5183.838925819269, -1716.6810294009483, -2273.1277076158176, 11875.057145959992, -3145.8739216177373, 10342.554490870774, 8682.691595875216, -282.9730848041874, -16674.758991570354, 11894.369053169377, 4889.600561809607, -20194.21997001409, -213.3474008259059, -3922.2394135283726, 0.04875, -0.02775, 0.97675, 192.0, 0.5, 64.0, 127.5, 24.0, 15.0, 80.0, 0.0, 0.0, 0.0, 1.6384462346569347E9, 0.0, 2021-12-02 12:57:14.656
226.0, 3630.2585757086968, 11558.847017150763, 5255.766839476448, -1643.6131767765496, -2194.6507328332345, 4051.700717413511, -3099.13642396169, 10336.653630334573, 8484.20810511209, -164.9111705912555, -16530.634943322533, 11906.662512619796, 4742.6378420159635, -20054.365104957236, -197.92469715174403, -4760.653348046941, 0.04875, -0.02775, 0.97675, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6384462346569452E9, 0.0, 2021-12-02 12:57:14.656
